日期,当前价格,持仓数量,当前市值,累计投入,净投入,最大回撤
2021-02-10,5807.72,7.7,44719.44,49990.64,39973.17,21.24%
2021-02-18,5768.38,7.7,44416.54,49990.64,39973.17,21.24%
2021-02-19,5778.84,7.7,44497.08,49990.64,39973.17,21.24%
2021-02-22,5597.33,7.7,43099.46,49990.64,39973.17,21.24%
2021-02-23,5579.67,7.7,42963.44,49990.64,39973.17,21.24%
2021-02-24,5437.57,7.7,41869.28,49990.64,39973.17,21.24%
2021-02-25,5469.56,7.7,42115.60,49990.64,39973.17,21.24%
2021-02-26,5336.76,7.7,41093.06,49990.64,39973.17,21.47%
2021-03-01,5418.78,7.7,41724.63,49990.64,39973.17,21.47%
2021-03-02,5349.63,7.7,41192.15,49990.64,39973.17,21.47%
2021-03-03,5452.21,7.7,41982.04,49990.64,39973.17,21.47%
2021-03-04,5280.71,9.59,50641.97,59971.18,49953.71,21.47%
2021-03-05,5262.80,9.59,50470.21,59971.18,49953.71,21.47%
2021-03-08,5080.02,9.59,48717.44,59971.18,49953.71,21.47%
2021-03-09,4971.00,11.6,57663.59,69962.89,59945.42,21.47%
2021-03-10,5003.61,11.6,58041.90,69962.89,59945.42,21.47%
2021-03-11,5128.22,11.6,59487.30,69962.89,59945.42,21.47%
2021-03-12,5146.38,11.6,59697.99,69962.89,59945.42,21.47%
2021-03-15,5035.54,11.6,58412.31,69962.89,59945.42,21.47%
2021-03-16,5079.36,11.6,58920.60,69962.89,59945.42,21.47%
2021-03-17,5100.86,11.6,59169.95,69962.89,59945.42,21.47%
2021-03-18,5141.77,11.6,59644.51,69962.89,59945.42,21.47%
2021-03-19,5007.09,11.6,58082.25,69962.89,59945.42,21.47%
2021-03-22,5057.15,11.6,58662.96,69962.89,59945.42,21.47%
2021-03-23,5009.25,11.6,58107.25,69962.89,59945.42,21.47%
2021-03-24,4928.69,11.6,57172.75,69962.89,59945.42,21.47%
2021-03-25,4926.35,11.6,57145.62,69962.89,59945.42,21.47%
2021-03-26,5037.99,11.6,58440.68,69962.89,59945.42,21.47%
2021-03-29,5046.88,11.6,58543.78,69962.89,59945.42,21.47%
2021-03-30,5094.73,11.6,59098.86,69962.89,59945.42,21.47%
2021-03-31,5048.36,11.6,58560.98,69962.89,59945.42,21.47%
2021-04-01,5110.78,11.6,59285.01,69962.89,59945.42,21.47%
2021-04-02,5161.56,11.6,59874.06,69962.89,59945.42,21.47%
2021-04-06,5140.34,11.6,59627.96,69962.89,59945.42,21.47%
2021-04-07,5103.74,11.6,59203.42,69962.89,59945.42,21.47%
2021-04-08,5112.21,11.6,59301.62,69962.89,59945.42,21.47%
2021-04-09,5035.34,11.6,58409.91,69962.89,59945.42,21.47%
2021-04-12,4947.75,11.6,57393.85,69962.89,59945.42,21.47%
2021-04-13,4939.64,11.6,57299.87,69962.89,59945.42,21.47%
2021-04-14,4980.63,11.6,57775.28,69962.89,59945.42,21.47%
2021-04-15,4948.97,11.6,57408.10,69962.89,59945.42,21.47%
2021-04-16,4966.18,11.6,57607.70,69962.89,59945.42,21.47%
2021-04-19,5087.02,11.6,59009.39,69962.89,59945.42,21.47%
2021-04-20,5083.37,11.6,58967.04,69962.89,59945.42,21.47%
2021-04-21,5098.74,11.6,59145.44,69962.89,59945.42,21.47%
2021-04-22,5089.24,11.6,59035.22,69962.89,59945.42,21.47%
2021-04-23,5135.45,11.6,59571.26,69962.89,59945.42,21.47%
2021-04-26,5077.24,11.6,58895.95,69962.89,59945.42,21.47%
2021-04-27,5090.52,11.6,59050.03,69962.89,59945.42,21.47%
2021-04-28,5119.24,11.6,59383.21,69962.89,59945.42,21.47%
2021-04-29,5164.17,11.6,59904.36,69962.89,59945.42,21.47%
2021-04-30,5123.49,11.6,59432.47,69962.89,59945.42,21.47%
2021-05-06,5061.12,11.6,58709.04,69962.89,59945.42,21.47%
2021-05-07,4996.05,11.6,57954.21,69962.89,59945.42,21.47%
2021-05-10,4992.42,11.6,57912.10,69962.89,59945.42,21.47%
2021-05-11,5023.06,11.6,58267.49,69962.89,59945.42,21.47%
2021-05-12,5044.55,11.6,58516.76,69962.89,59945.42,21.47%
2021-05-13,4992.97,11.6,57918.50,69962.89,59945.42,21.47%
2021-05-14,5110.59,11.6,59282.85,69962.89,59945.42,21.47%
2021-05-17,5184.99,11.6,60145.83,69962.89,59945.42,21.47%
2021-05-18,5187.60,11.6,60176.18,69962.89,59945.42,21.47%
2021-05-19,5172.27,11.6,59998.36,69962.89,59945.42,21.47%
2021-05-20,5186.41,11.6,60162.38,69962.89,59945.42,21.47%
2021-05-21,5134.15,11.6,59556.12,69962.89,59945.42,21.47%
2021-05-24,5155.59,11.6,59804.81,69962.89,59945.42,21.47%
2021-05-25,5318.48,9.719999999999999,51695.61,69962.89,49946.68,21.47%
2021-05-26,5320.59,9.719999999999999,51716.16,69962.89,49946.68,21.47%
2021-05-27,5338.23,9.719999999999999,51887.62,69962.89,49946.68,21.47%
2021-05-28,5321.09,9.719999999999999,51720.98,69962.89,49946.68,21.47%
2021-05-31,5331.57,9.719999999999999,51822.86,69962.89,49946.68,21.47%
2021-06-01,5341.68,9.719999999999999,51921.13,69962.89,49946.68,21.47%
2021-06-02,5289.97,9.719999999999999,51418.54,69962.89,49946.68,21.47%
2021-06-03,5255.29,9.719999999999999,51081.38,69962.89,49946.68,21.47%
2021-06-04,5282.28,9.719999999999999,51343.73,69962.89,49946.68,21.47%
2021-06-07,5277.63,9.719999999999999,51298.54,69962.89,49946.68,21.47%
2021-06-08,5232.12,9.719999999999999,50856.17,69962.89,49946.68,21.47%
2021-06-09,5236.45,9.719999999999999,50898.29,69962.89,49946.68,21.47%
2021-06-10,5271.47,9.719999999999999,51238.65,69962.89,49946.68,21.47%
2021-06-11,5224.70,9.719999999999999,50784.11,69962.89,49946.68,21.47%
2021-06-15,5166.56,9.719999999999999,50218.96,69962.89,49946.68,21.47%
2021-06-16,5080.49,9.719999999999999,49382.37,69962.89,49946.68,21.47%
2021-06-17,5101.89,9.719999999999999,49590.39,69962.89,49946.68,21.47%
2021-06-18,5102.47,9.719999999999999,49595.97,69962.89,49946.68,21.47%
2021-06-21,5090.39,9.719999999999999,49478.55,69962.89,49946.68,21.47%
2021-06-22,5122.16,9.719999999999999,49787.38,69962.89,49946.68,21.47%
2021-06-23,5147.39,9.719999999999999,50032.67,69962.89,49946.68,21.47%
2021-06-24,5155.97,9.719999999999999,50116.07,69962.89,49946.68,21.47%
2021-06-25,5239.97,9.719999999999999,50932.49,69962.89,49946.68,21.47%
2021-06-28,5251.76,9.719999999999999,51047.11,69962.89,49946.68,21.47%
2021-06-29,5190.54,9.719999999999999,50452.09,69962.89,49946.68,21.47%
2021-06-30,5224.04,9.719999999999999,50777.68,69962.89,49946.68,21.47%
2021-07-01,5229.66,9.719999999999999,50832.34,69962.89,49946.68,21.47%
2021-07-02,5081.12,9.719999999999999,49388.46,69962.89,49946.68,21.47%
2021-07-05,5085.79,9.719999999999999,49433.90,69962.89,49946.68,21.47%
2021-07-06,5083.10,9.719999999999999,49407.77,69962.89,49946.68,21.47%
2021-07-07,5140.49,9.719999999999999,49965.56,69962.89,49946.68,21.47%
2021-07-08,5088.26,9.719999999999999,49457.85,69962.89,49946.68,21.47%
2021-07-09,5069.44,9.719999999999999,49274.92,69962.89,49946.68,21.47%
2021-07-12,5132.71,9.719999999999999,49889.93,69962.89,49946.68,21.47%
2021-07-13,5142.10,9.719999999999999,49981.20,69962.89,49946.68,21.47%
2021-07-14,5083.08,9.719999999999999,49407.59,69962.89,49946.68,21.47%
2021-07-15,5151.46,9.719999999999999,50072.22,69962.89,49946.68,21.47%
2021-07-16,5094.77,9.719999999999999,49521.19,69962.89,49946.68,21.47%
2021-07-19,5113.49,9.719999999999999,49703.17,69962.89,49946.68,21.47%
2021-07-20,5108.99,9.719999999999999,49659.42,69962.89,49946.68,21.47%
2021-07-21,5144.04,9.719999999999999,50000.10,69962.89,49946.68,21.47%
2021-07-22,5151.75,9.719999999999999,50075.03,69962.89,49946.68,21.47%
2021-07-23,5089.23,9.719999999999999,49467.30,69962.89,49946.68,21.47%
2021-07-26,4925.30,11.749999999999998,57872.26,79961.24,59945.03,21.47%
2021-07-27,4751.31,11.749999999999998,55827.93,79961.24,59945.03,21.47%
2021-07-28,4760.48,11.749999999999998,55935.67,79961.24,59945.03,21.47%
2021-07-29,4850.27,11.749999999999998,56990.73,79961.24,59945.03,21.47%
2021-07-30,4811.17,11.749999999999998,56531.24,79961.24,59945.03,21.47%
2021-08-02,4933.74,11.749999999999998,57971.40,79961.24,59945.03,21.47%
2021-08-03,4934.46,11.749999999999998,57979.89,79961.24,59945.03,21.47%
2021-08-04,4978.85,11.749999999999998,58501.46,79961.24,59945.03,21.47%
2021-08-05,4948.67,11.749999999999998,58146.88,79961.24,59945.03,21.47%
2021-08-06,4921.56,11.749999999999998,57828.39,79961.24,59945.03,21.47%
2021-08-09,4985.56,11.749999999999998,58580.36,79961.24,59945.03,21.47%
2021-08-10,5043.15,11.749999999999998,59256.99,79961.24,59945.03,21.47%
2021-08-11,5015.34,11.749999999999998,58930.25,79961.24,59945.03,21.47%
2021-08-12,4973.35,11.749999999999998,58436.87,79961.24,59945.03,21.47%
2021-08-13,4945.98,11.749999999999998,58115.30,79961.24,59945.03,21.47%
2021-08-16,4941.07,11.749999999999998,58057.54,79961.24,59945.03,21.47%
2021-08-17,4837.40,11.749999999999998,56839.49,79961.24,59945.03,21.47%
2021-08-18,4894.24,11.749999999999998,57507.30,79961.24,59945.03,21.47%
2021-08-19,4862.14,11.749999999999998,57130.14,79961.24,59945.03,21.47%
2021-08-20,4769.27,11.749999999999998,56038.90,79961.24,59945.03,21.47%
2021-08-23,4835.88,11.749999999999998,56821.57,79961.24,59945.03,21.47%
2021-08-24,4888.39,11.749999999999998,57438.58,79961.24,59945.03,21.47%
2021-08-25,4898.16,11.749999999999998,57553.35,79961.24,59945.03,21.47%
2021-08-26,4801.61,11.749999999999998,56418.91,79961.24,59945.03,21.47%
2021-08-27,4827.04,11.749999999999998,56717.76,79961.24,59945.03,21.47%
2021-08-30,4813.27,11.749999999999998,56555.93,79961.24,59945.03,21.47%
2021-08-31,4805.61,11.749999999999998,56465.92,79961.24,59945.03,21.47%
2021-09-01,4869.46,11.749999999999998,57216.14,79961.24,59945.03,21.47%
2021-09-02,4869.41,11.749999999999998,57215.58,79961.24,59945.03,21.47%
2021-09-03,4843.06,11.749999999999998,56905.98,79961.24,59945.03,21.47%
2021-09-06,4933.73,11.749999999999998,57971.28,79961.24,59945.03,21.47%
2021-09-07,4992.83,11.749999999999998,58665.75,79961.24,59945.03,21.47%
2021-09-08,4972.13,11.749999999999998,58422.56,79961.24,59945.03,21.47%
2021-09-09,4970.01,11.749999999999998,58397.66,79961.24,59945.03,21.47%
2021-09-10,5013.52,11.749999999999998,58908.88,79961.24,59945.03,21.47%
2021-09-13,4991.66,11.749999999999998,58652.00,79961.24,59945.03,21.47%
2021-09-14,4917.16,11.749999999999998,57776.65,79961.24,59945.03,21.47%
2021-09-15,4867.32,11.749999999999998,57190.99,79961.24,59945.03,21.47%
2021-09-16,4807.70,11.749999999999998,56490.45,79961.24,59945.03,21.47%
2021-09-17,4855.94,11.749999999999998,57057.30,79961.24,59945.03,21.47%
2021-09-22,4821.77,11.749999999999998,56655.77,79961.24,59945.03,21.47%
2021-09-23,4853.20,11.749999999999998,57025.05,79961.24,59945.03,21.47%
2021-09-24,4849.43,11.749999999999998,56980.78,79961.24,59945.03,21.47%
2021-09-27,4877.37,11.749999999999998,57309.10,79961.24,59945.03,21.47%
2021-09-28,4883.83,11.749999999999998,57384.98,79961.24,59945.03,21.47%
2021-09-29,4833.93,11.749999999999998,56798.66,79961.24,59945.03,21.47%
2021-09-30,4866.38,11.749999999999998,57180.00,79961.24,59945.03,21.47%
2021-10-08,4929.94,11.749999999999998,57926.81,79961.24,59945.03,21.47%
2021-10-11,4936.19,11.749999999999998,58000.25,79961.24,59945.03,21.47%
2021-10-12,4883.84,11.749999999999998,57385.08,79961.24,59945.03,21.47%
2021-10-13,4940.11,11.749999999999998,58046.28,79961.24,59945.03,21.47%
2021-10-14,4913.61,11.749999999999998,57734.94,79961.24,59945.03,21.47%
2021-10-15,4932.11,11.749999999999998,57952.27,79961.24,59945.03,21.47%
2021-10-18,4874.78,11.749999999999998,57278.61,79961.24,59945.03,21.47%
2021-10-19,4922.72,11.749999999999998,57842.00,79961.24,59945.03,21.47%
2021-10-20,4910.18,11.749999999999998,57694.67,79961.24,59945.03,21.47%
2021-10-21,4928.02,11.749999999999998,57904.18,79961.24,59945.03,21.47%
2021-10-22,4959.73,11.749999999999998,58276.77,79961.24,59945.03,21.47%
2021-10-25,4979.52,11.749999999999998,58509.40,79961.24,59945.03,21.47%
2021-10-26,4963.10,11.749999999999998,58316.41,79961.24,59945.03,21.47%
2021-10-27,4898.16,11.749999999999998,57553.43,79961.24,59945.03,21.47%
2021-10-28,4864.14,11.749999999999998,57153.62,79961.24,59945.03,21.47%
2021-10-29,4908.77,11.749999999999998,57678.05,79961.24,59945.03,21.47%
2021-11-01,4890.69,11.749999999999998,57465.55,79961.24,59945.03,21.47%
2021-11-02,4839.85,11.749999999999998,56868.19,79961.24,59945.03,21.47%
2021-11-03,4821.11,11.749999999999998,56648.06,79961.24,59945.03,21.47%
2021-11-04,4868.74,11.749999999999998,57207.72,79961.24,59945.03,21.47%
2021-11-05,4842.35,11.749999999999998,56897.56,79961.24,59945.03,21.47%
2021-11-08,4848.18,11.749999999999998,56966.11,79961.24,59945.03,21.47%
2021-11-09,4846.74,11.749999999999998,56949.25,79961.24,59945.03,21.47%
2021-11-10,4821.19,11.749999999999998,56649.01,79961.24,59945.03,21.47%
2021-11-11,4898.65,11.749999999999998,57559.17,79961.24,59945.03,21.47%
2021-11-12,4888.37,11.749999999999998,57438.41,79961.24,59945.03,21.47%
2021-11-15,4882.38,11.749999999999998,57367.94,79961.24,59945.03,21.47%
2021-11-16,4883.32,11.749999999999998,57379.02,79961.24,59945.03,21.47%
2021-11-17,4885.75,11.749999999999998,57407.61,79961.24,59945.03,21.47%
2021-11-18,4837.62,11.749999999999998,56842.02,79961.24,59945.03,21.47%
2021-11-19,4890.06,11.749999999999998,57458.18,79961.24,59945.03,21.47%
2021-11-22,4912.40,11.749999999999998,57720.69,79961.24,59945.03,21.47%
2021-11-23,4913.35,11.749999999999998,57731.81,79961.24,59945.03,21.47%
2021-11-24,4916.66,11.749999999999998,57770.73,79961.24,59945.03,21.47%
2021-11-25,4896.44,11.749999999999998,57533.19,79961.24,59945.03,21.47%
2021-11-26,4860.13,11.749999999999998,57106.49,79961.24,59945.03,21.47%
2021-11-29,4851.42,11.749999999999998,57004.22,79961.24,59945.03,21.47%
2021-11-30,4832.03,11.749999999999998,56776.31,79961.24,59945.03,21.47%
2021-12-01,4843.85,11.749999999999998,56915.25,79961.24,59945.03,21.47%
2021-12-02,4856.16,11.749999999999998,57059.92,79961.24,59945.03,21.47%
2021-12-03,4901.02,11.749999999999998,57586.96,79961.24,59945.03,21.47%
2021-12-06,4892.62,11.749999999999998,57488.30,79961.24,59945.03,21.47%
2021-12-07,4922.10,11.749999999999998,57834.69,79961.24,59945.03,21.47%
2021-12-08,4995.93,11.749999999999998,58702.18,79961.24,59945.03,21.47%
2021-12-09,5078.69,11.749999999999998,59674.61,79961.24,59945.03,21.47%
2021-12-10,5055.12,11.749999999999998,59397.63,79961.24,59945.03,21.47%
2021-12-13,5083.80,11.749999999999998,59734.66,79961.24,59945.03,21.47%
2021-12-14,5049.70,11.749999999999998,59333.92,79961.24,59945.03,21.47%
2021-12-15,5005.90,11.749999999999998,58819.31,79961.24,59945.03,21.47%
2021-12-16,5034.73,11.749999999999998,59158.10,79961.24,59945.03,21.47%
2021-12-17,4954.76,11.749999999999998,58218.43,79961.24,59945.03,21.47%
2021-12-20,4880.42,11.749999999999998,57344.91,79961.24,59945.03,21.47%
2021-12-21,4913.49,11.749999999999998,57733.45,79961.24,59945.03,21.47%
2021-12-22,4914.45,11.749999999999998,57744.84,79961.24,59945.03,21.47%
2021-12-23,4948.74,11.749999999999998,58147.68,79961.24,59945.03,21.47%
2021-12-24,4921.34,11.749999999999998,57825.80,79961.24,59945.03,21.47%
2021-12-27,4919.32,11.749999999999998,57802.05,79961.24,59945.03,21.47%
2021-12-28,4955.96,11.749999999999998,58232.58,79961.24,59945.03,21.47%
2021-12-29,4883.48,11.749999999999998,57380.89,79961.24,59945.03,21.47%
2021-12-30,4921.51,11.749999999999998,57827.75,79961.24,59945.03,21.47%
2021-12-31,4940.37,11.749999999999998,58049.39,79961.24,59945.03,21.47%
2022-01-04,4917.77,11.749999999999998,57783.74,79961.24,59945.03,21.47%
2022-01-05,4868.12,11.749999999999998,57200.41,79961.24,59945.03,21.47%
2022-01-06,4818.23,11.749999999999998,56614.22,79961.24,59945.03,21.47%
2022-01-07,4822.37,11.749999999999998,56662.83,79961.24,59945.03,21.47%
2022-01-10,4844.05,11.749999999999998,56917.53,79961.24,59945.03,21.47%
2022-01-11,4797.77,11.749999999999998,56373.84,79961.24,59945.03,21.47%
2022-01-12,4845.58,11.749999999999998,56935.55,79961.24,59945.03,21.47%
2022-01-13,4765.92,11.749999999999998,55999.55,79961.24,59945.03,21.47%
2022-01-14,4726.73,11.749999999999998,55539.10,79961.24,59945.03,21.47%
2022-01-17,4767.28,11.749999999999998,56015.50,79961.24,59945.03,21.47%
2022-01-18,4813.35,11.749999999999998,56556.83,79961.24,59945.03,21.47%
2022-01-19,4780.38,11.749999999999998,56169.45,79961.24,59945.03,21.47%
2022-01-20,4823.51,11.749999999999998,56676.23,79961.24,59945.03,21.47%
2022-01-21,4779.31,11.749999999999998,56156.94,79961.24,59945.03,21.47%
2022-01-24,4786.74,11.749999999999998,56244.17,79961.24,59945.03,21.47%
2022-01-25,4678.45,13.889999999999999,64983.69,89973.13,69956.92,21.47%
2022-01-26,4712.31,13.889999999999999,65454.00,89973.13,69956.92,21.47%
2022-01-27,4619.88,13.889999999999999,64170.08,89973.13,69956.92,21.47%
2022-01-28,4563.77,13.889999999999999,63390.79,89973.13,69956.92,21.47%
2022-02-07,4634.09,13.889999999999999,64367.51,89973.13,69956.92,21.47%
2022-02-08,4608.77,13.889999999999999,64015.86,89973.13,69956.92,21.47%
2022-02-09,4652.06,13.889999999999999,64617.13,89973.13,69956.92,21.47%
2022-02-10,4639.86,13.889999999999999,64447.69,89973.13,69956.92,21.47%
2022-02-11,4601.40,13.889999999999999,63913.38,89973.13,69956.92,21.47%
2022-02-14,4551.69,13.889999999999999,63222.94,89973.13,69956.92,21.47%
2022-02-15,4600.10,13.889999999999999,63895.42,89973.13,69956.92,21.47%
2022-02-16,4617.99,13.889999999999999,64143.87,89973.13,69956.92,21.47%
2022-02-17,4629.16,13.889999999999999,64299.10,89973.13,69956.92,21.47%
2022-02-18,4651.24,13.889999999999999,64605.67,89973.13,69956.92,21.47%
2022-02-21,4634.31,13.889999999999999,64370.62,89973.13,69956.92,21.47%
2022-02-22,4574.15,13.889999999999999,63534.98,89973.13,69956.92,21.47%
2022-02-23,4623.05,13.889999999999999,64214.12,89973.13,69956.92,21.47%
2022-02-24,4529.32,13.889999999999999,62912.24,89973.13,69956.92,21.47%
2022-02-25,4573.42,13.889999999999999,63524.87,89973.13,69956.92,21.47%
2022-02-28,4581.65,13.889999999999999,63639.06,89973.13,69956.92,21.47%
2022-03-01,4619.69,13.889999999999999,64167.44,89973.13,69956.92,21.47%
2022-03-02,4578.60,13.889999999999999,63596.76,89973.13,69956.92,21.47%
2022-03-03,4551.63,13.889999999999999,63222.12,89973.13,69956.92,21.47%
2022-03-04,4496.43,13.889999999999999,62455.41,89973.13,69956.92,21.47%
2022-03-07,4352.78,16.189999999999998,70471.47,99984.52,79968.31,21.47%
2022-03-08,4265.39,16.189999999999998,69056.68,99984.52,79968.31,21.47%
2022-03-09,4226.35,16.189999999999998,68424.55,99984.52,79968.31,21.47%
2022-03-10,4292.84,16.189999999999998,69501.04,99984.52,79968.31,21.47%
2022-03-11,4306.52,16.189999999999998,69722.59,99984.52,79968.31,21.47%
2022-03-14,4174.76,16.189999999999998,67589.33,99984.52,79968.31,21.47%
2022-03-15,3983.81,18.699999999999996,74497.28,109983.89,89967.68,21.47%
2022-03-16,4156.08,18.699999999999996,77718.71,109983.89,89967.68,21.47%
2022-03-17,4237.70,16.339999999999996,69243.95,109983.89,79966.71,21.47%
2022-03-18,4265.90,16.339999999999996,69704.83,109983.89,79966.71,21.47%
2022-03-21,4258.75,16.339999999999996,69587.91,109983.89,79966.71,21.47%
2022-03-22,4255.30,16.339999999999996,69531.52,109983.89,79966.71,21.47%
2022-03-23,4276.52,16.339999999999996,69878.29,109983.89,79966.71,21.47%
2022-03-24,4251.31,16.339999999999996,69466.34,109983.89,79966.71,21.47%
2022-03-25,4174.57,16.339999999999996,68212.54,109983.89,79966.71,21.47%
2022-03-28,4148.47,16.339999999999996,67785.94,109983.89,79966.71,21.47%
2022-03-29,4134.14,16.339999999999996,67551.91,109983.89,79966.71,21.47%
2022-03-30,4254.10,16.339999999999996,69511.98,109983.89,79966.71,21.47%
2022-03-31,4222.60,16.339999999999996,68997.23,109983.89,79966.71,21.47%
2022-04-01,4276.16,16.339999999999996,69872.42,109983.89,79966.71,21.47%
2022-04-06,4263.84,16.339999999999996,69671.16,109983.89,79966.71,21.47%
2022-04-07,4209.10,16.339999999999996,68776.69,109983.89,79966.71,21.47%
2022-04-08,4230.77,16.339999999999996,69130.73,109983.89,79966.71,21.47%
2022-04-11,4100.07,16.339999999999996,66995.15,109983.89,79966.71,21.47%
2022-04-12,4179.97,16.339999999999996,68300.75,109983.89,79966.71,21.47%
2022-04-13,4139.74,16.339999999999996,67643.30,109983.89,79966.71,21.47%
2022-04-14,4191.57,16.339999999999996,68490.23,109983.89,79966.71,21.47%
2022-04-15,4188.75,16.339999999999996,68444.13,109983.89,79966.71,21.47%
2022-04-18,4166.38,16.339999999999996,68078.72,109983.89,79966.71,21.47%
2022-04-19,4134.90,16.339999999999996,67564.29,109983.89,79966.71,21.47%
2022-04-20,4070.79,16.339999999999996,66516.69,109983.89,79966.71,21.47%
2022-04-21,3995.83,18.839999999999996,75281.44,119973.46,89956.29,21.47%
2022-04-22,4013.25,18.839999999999996,75609.63,119973.46,89956.29,21.47%
2022-04-25,3814.91,18.839999999999996,71872.96,119973.46,89956.29,21.47%
2022-04-26,3784.12,21.479999999999997,81282.89,129963.54,99946.37,21.47%
2022-04-27,3895.54,21.479999999999997,83676.12,129963.54,99946.37,21.47%
2022-04-28,3921.11,21.479999999999997,84225.38,129963.54,99946.37,21.47%
2022-04-29,4016.24,18.989999999999995,76268.42,129963.54,89945.93,21.47%
2022-05-05,4010.21,18.989999999999995,76153.89,129963.54,89945.93,21.47%
2022-05-06,3908.82,18.989999999999995,74228.40,129963.54,89945.93,21.47%
2022-05-09,3877.44,18.989999999999995,73632.52,129963.54,89945.93,21.47%
2022-05-10,3919.87,18.989999999999995,74438.30,129963.54,89945.93,21.47%
2022-05-11,3976.42,18.989999999999995,75512.27,129963.54,89945.93,21.47%
2022-05-12,3958.74,18.989999999999995,75176.47,129963.54,89945.93,21.47%
2022-05-13,3988.60,18.989999999999995,75743.52,129963.54,89945.93,21.47%
2022-05-16,3956.54,18.989999999999995,75134.65,129963.54,89945.93,21.47%
2022-05-17,4005.89,18.989999999999995,76071.92,129963.54,89945.93,21.47%
2022-05-18,3991.91,18.989999999999995,75806.31,129963.54,89945.93,21.47%
2022-05-19,3999.60,18.989999999999995,75952.37,129963.54,89945.93,21.47%
2022-05-20,4077.60,18.989999999999995,77433.62,129963.54,89945.93,21.47%
2022-05-23,4053.98,18.989999999999995,76985.12,129963.54,89945.93,21.47%
2022-05-24,3959.15,18.989999999999995,75184.34,129963.54,89945.93,21.47%
2022-05-25,3983.18,18.989999999999995,75640.56,129963.54,89945.93,21.47%
2022-05-26,3993.04,18.989999999999995,75827.92,129963.54,89945.93,21.47%
2022-05-27,4001.30,18.989999999999995,75984.66,129963.54,89945.93,21.47%
2022-05-30,4029.02,18.989999999999995,76511.05,129963.54,89945.93,21.47%
2022-05-31,4091.52,18.989999999999995,77697.92,129963.54,89945.93,21.47%
2022-06-01,4083.18,18.989999999999995,77539.54,129963.54,89945.93,21.47%
2022-06-02,4089.57,18.989999999999995,77660.90,129963.54,89945.93,21.47%
2022-06-06,4166.09,18.989999999999995,79113.95,129963.54,89945.93,21.47%
2022-06-07,4179.13,18.989999999999995,79361.65,129963.54,89945.93,21.47%
2022-06-08,4219.81,16.619999999999994,70133.28,129963.54,79944.97,21.47%
2022-06-09,4175.67,16.619999999999994,69399.71,129963.54,79944.97,21.47%
2022-06-10,4238.99,16.619999999999994,70452.07,129963.54,79944.97,21.47%
2022-06-13,4189.35,16.619999999999994,69627.04,129963.54,79944.97,21.47%
2022-06-14,4222.31,16.619999999999994,70174.82,129963.54,79944.97,21.47%
2022-06-15,4278.22,16.619999999999994,71103.98,129963.54,79944.97,21.47%
2022-06-16,4250.06,16.619999999999994,70636.02,129963.54,79944.97,21.47%
2022-06-17,4309.04,16.619999999999994,71616.32,129963.54,79944.97,21.47%
2022-06-20,4330.43,16.619999999999994,71971.79,129963.54,79944.97,21.47%
2022-06-21,4325.57,16.619999999999994,71890.90,129963.54,79944.97,21.47%
2022-06-22,4270.62,16.619999999999994,70977.75,129963.54,79944.97,21.47%
2022-06-23,4343.88,16.619999999999994,72195.25,129963.54,79944.97,21.47%
2022-06-24,4394.77,16.619999999999994,73041.12,129963.54,79944.97,21.47%
2022-06-27,4444.26,14.369999999999994,63864.07,129963.54,69945.38,24.17%
2022-06-28,4490.52,14.369999999999994,64528.72,129963.54,69945.38,24.17%
